"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZW45PE3J","conferencePaper","2018","Azab, Nahed; ElSherif, Mohamed","A framework for using data analytics to measure trust in government through the social capital generated over governmental social media platforms","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209331","https://dl.acm.org/doi/10.1145/3209281.3209331","","2018-05-30","2022-04-24 14:29:54","2022-04-24 14:29:54","2022-04-24 14:29:51","1-9","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"GMKXQZ2R","book","2007","","Electronic Government: 6th International Conference, EGOV 2007, Regensburg, Germany, September 3-7, 2007. Proceedings","","978-3-540-74443-6 978-3-540-74444-3","","","http://link.springer.com/10.1007/978-3-540-74444-3","","2007","2022-04-24 14:29:54","2022-04-24 14:29:54","2022-04-24 14:29:51","","","","4656","","","Electronic Government","Lecture Notes in Computer Science","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-74444-3","","","","","","Wimmer, Maria A.; Scholl, Jochen; Grönlund, Åke","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Doug; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFENNHE6","conferencePaper","2018","Arias, María Isabel; Maçada, Antônio Carlos Gastaud","Digital Government for E-Government Service Quality: a Literature Review","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209422","https://dl.acm.org/doi/10.1145/3209415.3209422","","2018-04-04","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","7-17","","","","","","Digital Government for E-Government Service Quality","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"N526UKT5","book","2007","","Electronic Government: 6th International Conference, EGOV 2007, Regensburg, Germany, September 3-7, 2007. Proceedings","","978-3-540-74443-6 978-3-540-74444-3","","","http://link.springer.com/10.1007/978-3-540-74444-3","","2007","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","","","","4656","","","Electronic Government","Lecture Notes in Computer Science","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-74444-3","","","","","","Wimmer, Maria A.; Scholl, Jochen; Grönlund, Åke","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Doug; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVUXPNE8","conferencePaper","2018","Avila-Maravilla, Martha A.; Luna-Reyes, Luis F.","Institutional Arrangements in Digital Government Success: The Case of State Government Web Portals in Mexico","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209480","https://dl.acm.org/doi/10.1145/3209415.3209480","","2018-04-04","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","73-80","","","","","","Institutional Arrangements in Digital Government Success","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"U4R8KF9S","conferencePaper","2016","Attard, Judie; Orlandi, Fabrizio; Auer, Soren","Value Creation on Open Government Data","2016 49th Hawaii International Conference on System Sciences (HICSS)","978-0-7695-5670-3","","10.1109/HICSS.2016.326","http://ieeexplore.ieee.org/document/7427509/","","2016-01","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","2605-2614","","","","","","","","","","","IEEE","Koloa, HI","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 49th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"N6J8VSHN","bookSection","2008","Ask, Andreas; Grönlund, Åke","Implementation Challenges: Competing Structures When New Public Management Meets eGovernment","Electronic Government","978-3-540-85203-2 978-3-540-85204-9","","","http://link.springer.com/10.1007/978-3-540-85204-9_3","","2008","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","25-36","","","5184","","","Implementation Challenges","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-85204-9_3","","","","","","Wimmer, Maria A.; Scholl, Hans J.; Ferro, Enrico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2KJGCHY","bookSection","2018","Androutsopoulou, Aggeliki; Charalabidis, Yannis; Loukis, Euripidis","Policy Informatics in the Social Media Era: Analyzing Opinions for Policy Making","Electronic Participation","978-3-319-98577-0 978-3-319-98578-7","","","http://link.springer.com/10.1007/978-3-319-98578-7_11","","2018","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:04","129-142","","","11021","","","Policy Informatics in the Social Media Era","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98578-7_11","","","","","","Edelmann, Noella; Parycek, Peter; Misuraca, Gianluca; Panagiotopoulos, Panos; Charalabidis, Yannis; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUK538AX","conferencePaper","2018","Androutsopoulou, Aggeliki; Charalabidis, Yannis","A framework for evidence based policy making combining big data, dynamic modelling and machine intelligence","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209427","https://dl.acm.org/doi/10.1145/3209415.3209427","","2018-04-04","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:04","575-583","","","","","","","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"XVYMBSEE","conferencePaper","2013","Andrews, Pierre; da Silva, Flávio Soares Corrêa","Using parliamentary open data to improve participation","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591933","https://dl.acm.org/doi/10.1145/2591888.2591933","","2013-10-22","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","242-249","","","","","","","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"WGIP29CN","bookSection","2003","Andersson, Annika; Grönlund, Åke","e-Society Accessibility: Identifying Research Gaps","Electronic Government","978-3-540-40845-1 978-3-540-45239-3","","","http://link.springer.com/10.1007/10929179_2","","2003","2022-04-24 14:28:10","2022-04-24 14:28:10","2022-04-24 14:28:02","15-20","","","2739","","","e-Society Accessibility","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/10929179_2","","","","","","Traunmüller, Roland","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYMPCC7Q","bookSection","2010","Andersen, Kim Normann; Veit, Daniel; Medaglia, Rony; Henriksen, Helle Zinner","One Inch Wide and One Inch Deep: The Role of Policies in Shaping the Adoption of Open Standards and Software in Government","Electronic Government and the Information Systems Perspective","978-3-642-15171-2 978-3-642-15172-9","","","http://link.springer.com/10.1007/978-3-642-15172-9_10","","2010","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","100-107","","","6267","","","One Inch Wide and One Inch Deep","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-15172-9_10","","","","","","Andersen, Kim Normann; Francesconi, Enrico; Grönlund, Åke; van Engers, Tom M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKTQIN2I","bookSection","2012","Alruwaie, Mubarak; El-Haddadeh, Ramzi; Weerakkody, Vishanth","A Framework for Evaluating Citizens’ Expectations and Satisfaction toward Continued Intention to Use E-Government Services","Electronic Government","978-3-642-33488-7 978-3-642-33489-4","","","http://link.springer.com/10.1007/978-3-642-33489-4_23","","2012","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:05","273-286","","","7443","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-33489-4_23","","","","","","Scholl, Hans J.; Janssen, Marijn; Wimmer, Maria A.; Moe, Carl Erik; Flak, Leif Skiftenes","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Doug; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54U56QTY","bookSection","2010","Alqahtani, Abdullah; Lu, Haiyan; Lu, Jie","Towards Semantic-Aware and Ontology-Based e-Government Service Integration – An Applicative Case Study of Saudi Arabia’s King Abdullah Scholarship Program","Advances in Intelligent Decision Technologies","978-3-642-14615-2 978-3-642-14616-9","","","http://link.springer.com/10.1007/978-3-642-14616-9_39","","2010","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","403-411","","","4","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-14616-9_39","","","","","","Phillips-Wren, Gloria; Jain, Lakhmi C.; Nakamatsu, Kazumi; Howlett, Robert J.","Howlett, Robert J.; Jain, Lakhmi C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4F5L2GU","conferencePaper","2018","Almeida, Gustavo; Revoredo, Kate; Cappelli, Claudia; Maciel, Cristiano","Improvement of transparency through mining techniques for reclassification of texts: the case of brazilian transparency portal","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209332","https://dl.acm.org/doi/10.1145/3209281.3209332","","2018-05-30","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","1-9","","","","","","Improvement of transparency through mining techniques for reclassification of texts","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"L9NSLEAI","bookSection","2014","Alexopoulos, Charalampos; Zuiderwijk, Anneke; Charapabidis, Yannis; Loukis, Euripidis; Janssen, Marijn","Designing a Second Generation of Open Data Platforms: Integrating Open Data and Social Media","Electronic Government","978-3-662-44425-2 978-3-662-44426-9","","","http://link.springer.com/10.1007/978-3-662-44426-9_19","","2014","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","230-241","","","8653","","","Designing a Second Generation of Open Data Platforms","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-662-44426-9_19","","","","","","Janssen, Marijn; Scholl, Hans Jochen; Wimmer, Maria A.; Bannister, Frank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHFEJNRI","conferencePaper","2004","Andersen, Kim Viborg; Horton, Michael; Fogelgren-Pedersen, Ann; Gunawardena, Channa; Hodson, Paul","B2B e-commerce: agricultural export from China","Proceedings of the 6th international conference on Electronic commerce  - ICEC '04","978-1-58113-930-3","","10.1145/1052220.1052287","http://portal.acm.org/citation.cfm?doid=1052220.1052287","","2004","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","534","","","","","","B2B e-commerce","","","","","ACM Press","Delft, The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 6th international conference","","","","","","","","","","","","","","",""
"UGX8VGDJ","conferencePaper","2018","Ambrosino, Maria Anna; Andriessen, Jerry; Annunziata, Vanja; De Santo, Massimo; Luciano, Carmela; Pardijs, Mirjam; Pirozzi, Donato; Santangelo, Gianluca","Protection and preservation of campania cultural heritage engaging local communities via the use of open data","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209347","https://dl.acm.org/doi/10.1145/3209281.3209347","","2018-05-30","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","1-8","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"9M84QLPC","bookSection","2011","Al-Sobhi, Faris; Weerakkody, Vishanth; El-Haddadeh, Ramzi","The Relative Importance of Intermediaries in eGovernment Adoption: A Study of Saudi Arabia","Electronic Government","978-3-642-22877-3 978-3-642-22878-0","","","http://link.springer.com/10.1007/978-3-642-22878-0_6","","2011","2022-04-24 14:28:09","2022-04-24 14:28:09","2022-04-24 14:28:04","62-74","","","6846","","","The Relative Importance of Intermediaries in eGovernment Adoption","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-22878-0_6","","","","","","Janssen, Marijn; Scholl, Hans J.; Wimmer, Maria A.; Tan, Yao-hua","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSK6J864","conferencePaper","2018","Alarabiat, Ayman; Soares, Delfina; Ferreira, Luis; de Sá-Soares, Filipe","Analyzing e-governance assessment initiatives: an exploratory study","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209309","https://dl.acm.org/doi/10.1145/3209281.3209309","","2018-05-30","2022-04-24 14:28:08","2022-04-24 14:28:08","2022-04-24 14:28:04","1-10","","","","","","Analyzing e-governance assessment initiatives","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"XY32B353","conferencePaper","2016","Aladalah, Mohammed; Cheung, Yen; Lee, Vincent C. S.","Delivering Public Value: Synergistic Integration via Gov 2.0","2016 49th Hawaii International Conference on System Sciences (HICSS)","978-0-7695-5670-3","","10.1109/HICSS.2016.376","http://ieeexplore.ieee.org/document/7427559/","","2016-01","2022-04-24 14:28:08","2022-04-24 14:28:08","2022-04-24 14:28:02","3000-3009","","","","","","Delivering Public Value","","","","","IEEE","Koloa, HI, USA","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 49th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"7WQYBX7T","conferencePaper","2018","Akyürek, Haydar; Scholl, Cora; Stodden, Regina; Siebenlist, Tobias; Mainka, Agnes","Maturity and usability of open data in North Rhine-Westphalia","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209345","https://dl.acm.org/doi/10.1145/3209281.3209345","","2018-05-30","2022-04-24 14:28:08","2022-04-24 14:28:08","2022-04-24 14:28:04","1-10","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"EU8UCZNC","bookSection","2018","Akkaya, Cigdem; Krcmar, Helmut","Towards the Implementation of the EU-Wide “Once-Only Principle”: Perceptions of Citizens in the DACH-Region","Electronic Government","978-3-319-98689-0 978-3-319-98690-6","","","http://link.springer.com/10.1007/978-3-319-98690-6_14","","2018","2022-04-24 14:28:08","2022-04-24 14:28:08","2022-04-24 14:28:04","155-166","","","11020","","","Towards the Implementation of the EU-Wide “Once-Only Principle”","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98690-6_14","","","","","","Parycek, Peter; Glassey, Olivier; Janssen, Marijn; Scholl, Hans Jochen; Tambouris, Efthimios; Kalampokis, Evangelos; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
